Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.01 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 0.1 Tolerance = 0.001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.0001}
Ridge Classifier, 80-20, 100.0, 1.0, 1.0, 1.0, {Alpha = 1 Tolerance = 0.001}
